Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G128834;2/9/2015;104-05;37 DRIVE;QUEENS;11368;104 STREET / 107 STREET;;403;3;115;21;FALSE;1022279;213430;Yes;No;No;FALSE
G128839;2/9/2015;40-11;23 AVENUE;QUEENS;11105;STEINWAY STREET / 41 STREET;;401;01;114;22;FALSE;1009843;220178;No;No;No;FALSE
G128844;2/9/2015;309;EAST    5 STREET;MANHATTAN;10003;2 AVENUE / 1 AVENUE;;103;03;9;02;FALSE;987492;204050;No;No;No;FALSE
G128846;2/9/2015;204-20;HILLSIDE AVENUE;QUEENS;11423;204 STREET / 205 STREET;;412;12;103;23;FALSE;1050703;201821;No;No;No;FALSE
G128847;2/9/2015;204-04;HILLSIDE AVENUE;QUEENS;11423;204 STREET / 205 STREET;;412;12;103;23;FALSE;1050561;201747;Yes;No;No;FALSE
G128851;2/9/2015;2967;OCEAN AVENUE;BROOKLYN;11235;AVENUE Y / AVENUE Z;;315;15;61;48;FALSE;998397;153865;Yes;No;No;FALSE
G128852;2/9/2015;2813;OCEAN AVENUE;BROOKLYN;11235;AVENUE X / AVENUE Y;;315;15;61;48;FALSE;998210;155163;No;No;No;FALSE
G128853;2/9/2015;2813;OCEAN AVENUE;BROOKLYN;11235;AVENUE X / AVENUE Y;;315;15;61;48;FALSE;998210;155163;No;No;No;FALSE
G128855;2/9/2015;2901;OCEAN AVENUE;BROOKLYN;11235;AVENUE Y / AVENUE Z;;315;15;61;48;FALSE;998309;154408;Yes;No;No;FALSE
G128856;2/9/2015;2903;OCEAN AVENUE;BROOKLYN;11235;AVENUE Y / AVENUE Z;;315;15;61;48;FALSE;998311;154389;Yes;No;No;FALSE
G128858;2/9/2015;1995;EAST   14 STREET;BROOKLYN;11229;AVENUE S / AVENUE T;;315;15;61;48;FALSE;996052;158296;No;No;No;FALSE
G128859;2/9/2015;141;ESSEX STREET;MANHATTAN;10002;RIVINGTON STREET / STANTON STREET;;103;3;7;01;FALSE;987703;201760;Yes;No;No;FALSE
G128860;2/9/2015;34;AVENUE A;MANHATTAN;10009;EAST 2 STREET / EAST 3 STREET;;103;03;9;02;FALSE;988355;202809;No;No;No;FALSE
G128861;2/9/2015;1834;PARK PLACE;BROOKLYN;11233;SARATOGA AVENUE / EASTERN PARKWAY;;316;16;73;41;FALSE;1007363;183924;Yes;No;No;FALSE
G128862;2/9/2015;436;EAST   13 STREET;MANHATTAN;10009;1 AVENUE / AVENUE A;;103;3;9;02;FALSE;989299;205186;No;No;No;FALSE
G128865;2/10/2015;14;EAST   54 STREET;BROOKLYN;11203;REMSEN AVENUE / WINTHROP STREET;;317;17;67;41;FALSE;1004356;179355;No;No;No;FALSE
G128867;2/10/2015;744;MCDONALD AVENUE;BROOKLYN;11218;CORTELYOU ROAD / DITMAS AVENUE;;312;12;66;39;FALSE;990200;171087;No;No;No;FALSE
G128869;2/10/2015;22-44;COLLEGE POINT BOULEVARD;QUEENS;11356;22 AVENUE / 23 AVENUE;"Paint No preference ; ";407;07;109;19;FALSE;1026795;223073;Yes;No;No;FALSE
G128872;2/10/2015;4041;EAST TREMONT AVENUE;BRONX;10465;GERBER PLACE / MILES AVENUE;;210;10;45;13;FALSE;1034872;237894;No;No;No;FALSE
G128874;2/10/2015;420;WEST  147 STREET;MANHATTAN;10031;ST NICHOLAS AVENUE / CONVENT AVENUE;;109;09;30;09;FALSE;999485;240057;No;No;No;FALSE
G128877;2/10/2015;4801;5 AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;07;72;38;FALSE;981746;174634;No;No;No;FALSE
G128879;2/10/2015;511;51 STREET;BROOKLYN;11220;5 AVENUE / 6 AVENUE;;307;07;72;38;FALSE;981318;174079;No;No;No;FALSE
G128880;2/10/2015;5120;4 AVENUE;BROOKLYN;11220;51 STREET / 52 STREET;;307;07;72;38;FALSE;980401;174524;No;No;No;FALSE
G128884;2/11/2015;79-02;ROOSEVELT AVENUE;QUEENS;11372;79 STREET / 80 STREET;"Powerwash; ";404;04;110;25;FALSE;1015691;211492;Yes;No;Yes;FALSE
G128885;2/11/2015;79-13;ROOSEVELT AVENUE;QUEENS;11372;79 STREET / 80 STREET;;403;03;115;25;FALSE;1015786;211672;Yes;No;No;FALSE
G128888;2/11/2015;1;ELTON STREET;BROOKLYN;11208;JAMAICA AVENUE / RIDGEWOOD AVENUE;;305;05;75;37;FALSE;1016046;188367;No;No;No;FALSE
G128889;2/11/2015;75;WEST  105 STREET;MANHATTAN;10025;MANHATTAN AVENUE / COLUMBUS AVENUE;;107;07;24;07;FALSE;994526;230205;No;No;No;FALSE
G128891;2/11/2015;400;WEST  147 STREET;MANHATTAN;10031;ST NICHOLAS AVENUE / CONVENT AVENUE;;109;09;30;09;FALSE;999701;239984;No;No;No;FALSE
G128892;2/11/2015;404;WEST  147 STREET;MANHATTAN;10031;ST NICHOLAS AVENUE / CONVENT AVENUE;;109;09;30;09;FALSE;999616;239984;No;No;No;FALSE
G128893;2/11/2015;430;WEST  147 STREET;MANHATTAN;10031;ST NICHOLAS AVENUE / CONVENT AVENUE;;109;09;30;09;FALSE;999399;240105;No;No;No;FALSE
G128894;2/11/2015;401;CONVENT AVENUE;MANHATTAN;10031;WEST  147 STREET / WEST  148 STREET;;109;09;30;09;FALSE;999487;240257;No;No;No;FALSE
G128897;2/11/2015;391;PACIFIC STREET;BROOKLYN;11217;BOND STREET / NEVINS STREET;;302;02;84;33;FALSE;988402;189363;Yes;No;No;FALSE
G128898;2/11/2015;3064;ALBANY CRESCENT;BRONX;10463;BAILEY AVENUE / WEST  231 STREET;;208;08;50;14;FALSE;1010942;259149;No;No;No;FALSE
G128899;2/11/2015;14;MORNINGSIDE AVENUE;MANHATTAN;10026;WEST  115 STREET / WEST  116 STREET;;110;10;28;09;FALSE;995889;232523;No;No;No;FALSE
G128900;2/11/2015;1270;FLATBUSH AVENUE;BROOKLYN;11226;NEWKIRK AVENUE / STEPHENS COURT;;314;14;70;40;FALSE;996821;172142;Yes;No;No;FALSE
G128903;2/11/2015;112;LOGAN STREET;BROOKLYN;11208;ETNA STREET / RIDGEWOOD AVENUE;;305;05;75;37;FALSE;1017900;188522;Yes;No;No;FALSE
G128909;2/11/2015;838;64 STREET;BROOKLYN;11220;8 AVENUE / 9 AVENUE;;310;10;68;38;FALSE;981178;169696;No;No;No;FALSE
G128912;2/11/2015;399;KNICKERBOCKER AVENUE;BROOKLYN;11237;STANHOPE STREET / HIMROD STREET;;304;04;83;37;FALSE;1006342;194394;No;No;No;FALSE
G128914;2/11/2015;769;CHAUNCEY STREET;BROOKLYN;11207;EVERGREEN AVENUE / CENTRAL AVENUE;"Paint Other PAINT MAROON; ";304;4;83;37;FALSE;1010172;189435;Yes;No;No;FALSE
G128915;2/11/2015;685;KNICKERBOCKER AVENUE;BROOKLYN;11221;PUTNAM AVENUE / CORNELIA STREET;;304;04;83;37;FALSE;1008918;192470;No;No;No;FALSE
G128917;2/11/2015;1002;METROPOLITAN AVENUE;BROOKLYN;11211;CATHERINE STREET / MORGAN AVENUE;;301;01;90;34;FALSE;1002020;199505;No;No;No;FALSE
G128918;2/11/2015;37-17;PRINCE STREET;QUEENS;11354;BEND / 38 AVENUE;;407;07;109;20;FALSE;1030642;216346;No;No;No;FALSE
G128920;2/11/2015;1266;GRAND CONCOURSE;BRONX;10456;EAST 168 STREET / EAST 169 STREET;;204;04;44;16;FALSE;1007539;243794;No;No;No;FALSE
G128922;2/11/2015;1211;FOREST AVENUE;STATEN ISLAND;10310;LLEWELLYN PLACE / JEWETT AVENUE;;501;01;120;49;FALSE;948072;167609;No;No;No;FALSE
G128925;2/11/2015;110;WILLIAM STREET;MANHATTAN;10038;JOHN STREET / FULTON STREET;;101;01;1;01;FALSE;982381;197500;No;No;No;FALSE
G128929;2/12/2015;453;CONVENT AVENUE;MANHATTAN;10031;WEST  149 STREET / WEST  150 STREET;;109;9;30;07;FALSE;999783;240772;Yes;No;No;FALSE
G128935;2/12/2015;241-20;NORTHERN BOULEVARD;QUEENS;11362;ALAMEDA AVENUE / DOUGLASTON PARKWAY;;411;11;111;19;FALSE;1055032;218095;Yes;No;No;FALSE
G128936;2/12/2015;231-10;NORTHERN BOULEVARD;QUEENS;11363;ALLEY CREEK SHORELINE / 234 STREET;;411;11;111;19;FALSE;1053781;217566;Yes;No;No;FALSE
G128939;2/12/2015;6116;4 AVENUE;BROOKLYN;11220;61 STREET / 62 STREET;;307;7;72;38;FALSE;978791;172478;Yes;No;No;FALSE
G128941;2/12/2015;530;LIBERTY AVENUE;BROOKLYN;11207;VAN SICLEN AVENUE / HENDRIX STREET;;305;5;75;37;FALSE;1014690;185281;Yes;No;No;FALSE
G128943;2/12/2015;520;LIBERTY AVENUE;BROOKLYN;11207;VAN SICLEN AVENUE / HENDRIX STREET;;305;05;75;37;FALSE;1014583;185259;Yes;No;No;FALSE
G128944;2/12/2015;2697;ATLANTIC AVENUE;BROOKLYN;11207;VERMONT STREET / WYONA STREET;;305;05;75;37;FALSE;1013460;185663;Yes;No;No;FALSE
G128946;2/12/2015;880;BOYNTON AVENUE;BRONX;10473;LAFAYETTE AVENUE / STORY AVENUE;;209;09;43;17;FALSE;1018616;238541;No;No;No;FALSE
G128947;2/12/2015;361;TROUTMAN STREET;BROOKLYN;11237;IRVING AVENUE / WYCKOFF AVENUE;;304;04;83;34;FALSE;1005293;196382;Yes;No;No;FALSE
G128954;2/12/2015;83-10;ROCKAWAY BOULEVARD;QUEENS;11416;CULLODEN PLACE / 84 STREET;;409;09;102;32;FALSE;1023903;188337;No;No;No;FALSE
G128964;2/12/2015;252;9 STREET;BROOKLYN;11215;3 AVENUE / 4 AVENUE;;306;06;78;39;FALSE;987270;183460;No;No;No;FALSE
G128965;2/12/2015;138;DELANCEY STREET;MANHATTAN;10002;NORFOLK STREET / SUFFOLK STREET;;103;03;7;01;FALSE;987889;201050;No;No;No;FALSE
G128974;2/12/2015;2484;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991363;154710;No;No;No;FALSE
G128975;2/12/2015;2039;MCDONALD AVENUE;BROOKLYN;11223;BILLINGS PLACE / COLIN PLACE;;311;15;61;47;FALSE;991998;158897;No;No;No;FALSE
G128979;2/12/2015;5202;4 AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;;307;07;72;38;FALSE;980314;174415;Yes;No;No;FALSE
G128980;2/12/2015;24;BEVY COURT;BROOKLYN;11229;FLORENCE AVENUE / EVERETT AVENUE;;315;15;61;46;FALSE;1004776;155182;No;No;No;FALSE
G128981;2/12/2015;1551;EASTERN PARKWAY;BROOKLYN;11233;STERLING PLACE / PARK PLACE;;316;16;73;41;FALSE;1007359;183795;No;No;No;FALSE
G128982;2/12/2015;35-20;DITMARS BOULEVARD;QUEENS;11105;35 STREET / 36 STREET;;401;1;114;22;FALSE;1009587;221375;No;No;No;FALSE
G128985;2/13/2015;2057;ROYCE STREET;BROOKLYN;11234;AVENUE T / AVENUE U;;318;18;63;46;FALSE;1010593;166110;Yes;No;No;FALSE
G128987;2/13/2015;1560;BRUCKNER BOULEVARD;BRONX;10473;BOYNTON AVENUE / BRUCKNER EXPRESSWAY EXIT   52 EB;;209;09;43;18;FALSE;1018659;239092;No;No;No;FALSE
G128990;2/13/2015;113;LUDLOW STREET;MANHATTAN;10002;DELANCEY STREET / RIVINGTON STREET;;103;3;7;01;FALSE;987323;201408;Yes;No;No;FALSE
G128991;2/13/2015;136;ORCHARD STREET;MANHATTAN;10002;DELANCEY STREET / RIVINGTON STREET;;103;03;7;01;FALSE;987271;201527;Yes;No;No;FALSE
G128992;2/13/2015;19;CLINTON STREET;MANHATTAN;10002;AVENUE B / STANTON STREET;;103;03;7;02;FALSE;988547;201867;Yes;No;No;FALSE
G128994;2/13/2015;454;WEST  155 STREET;MANHATTAN;10032;ST NICHOLAS AVENUE / AMSTERDAM AVENUE;"Paint Black ; Powerwash; ";109;09;30;07;FALSE;1000319;241973;No;No;No;FALSE
G128995;2/13/2015;5;FRANKLIN PLACE;MANHATTAN;10013;FRANKLIN STREET / WHITE STREET;;101;01;1;01;FALSE;983227;200805;No;No;No;FALSE
G128998;2/14/2015;610;WEST  173 STREET;MANHATTAN;10032;ST NICHOLAS AVENUE / WADSWORTH AVENUE;;112;12;33;10;FALSE;1001331;246837;No;No;No;FALSE
G128999;2/14/2015;72-25;WOODHAVEN BOULEVARD;QUEENS;11385;DORAN AVENUE / RUTLEDGE AVENUE;;406;6;112;29;FALSE;1023311;198355;No;No;No;FALSE
G129003;2/14/2015;79;UTICA AVENUE;BROOKLYN;11213;PACIFIC STREET / DEAN STREET;;308;08;77;36;FALSE;1003628;185671;No;No;No;FALSE
G129004;2/14/2015;79A;UTICA AVENUE;BROOKLYN;11213;PACIFIC STREET / DEAN STREET;;308;08;77;36;FALSE;1003627;185654;No;No;No;FALSE
G129006;2/14/2015;95;UTICA AVENUE;BROOKLYN;11213;DEAN STREET / BERGEN STREET;;308;08;77;36;FALSE;1003616;185405;No;No;No;FALSE
G129007;2/14/2015;99;UTICA AVENUE;BROOKLYN;11213;DEAN STREET / BERGEN STREET;;308;08;77;36;FALSE;1003614;185366;No;No;No;FALSE
G129008;2/14/2015;107;UTICA AVENUE;BROOKLYN;11213;DEAN STREET / BERGEN STREET;;308;08;77;36;FALSE;1003607;185284;No;No;Yes;FALSE
G129010;2/15/2015;267;WEST  124 STREET;MANHATTAN;10027;ADAM CLAYTON POWELL JR BOULEVARD / FREDERICK DOUGLASS BOULEVARD;;110;10;28;09;FALSE;997821;234184;No;No;No;FALSE
G129011;2/15/2015;222;WEST  125 STREET;MANHATTAN;10027;ADAM CLAYTON POWELL JR BOULEVARD / FREDERICK DOUGLASS BOULEVARD;;110;10;28;09;FALSE;998244;234009;No;No;No;FALSE
G129014;2/15/2015;27-07;FRANCIS LEWIS BOULEVARD;QUEENS;11358;170 STREET / 28 AVENUE;;407;7;109;19;FALSE;1041241;220647;No;No;No;FALSE
G129016;2/15/2015;21-34;29 STREET;QUEENS;11105;21 AVENUE / DITMARS BOULEVARD;;401;01;114;22;FALSE;1009031;222776;No;No;No;FALSE
G129028;2/16/2015;524;9 AVENUE;MANHATTAN;10018;WEST   39 STREET / WEST   40 STREET;;104;4;14;03;FALSE;985993;214896;Yes;No;No;FALSE
G129029;2/16/2015;532;9 AVENUE;MANHATTAN;10018;WEST   39 STREET / WEST   40 STREET;;104;04;14;03;FALSE;986047;214955;No;No;No;FALSE
G129031;2/17/2015;162-19;HILLSIDE AVENUE;QUEENS;11432;162 STREET / 163 STREET;;408;8;107;24;FALSE;1039806;197609;No;No;No;FALSE
G129038;2/17/2015;321;GRAND STREET;MANHATTAN;10002;ALLEN STREET / ORCHARD STREET;;103;03;7;01;FALSE;986759;200525;Yes;No;No;FALSE
G129039;2/17/2015;200;NEW DORP LANE;STATEN ISLAND;10306;9 STREET / 10 STREET;;502;02;122;50;FALSE;952396;147978;No;No;No;FALSE
G129040;2/17/2015;40;NOSTRAND AVENUE;BROOKLYN;11205;FLUSHING AVENUE / PARK AVENUE;;303;03;79;35;FALSE;997141;193830;Yes;No;No;FALSE
G129041;2/17/2015;215;CHRYSTIE STREET;MANHATTAN;10002;STANTON STREET / 2 AVENUE;"Powerwash; ";103;03;5;01;FALSE;986395;202615;No;No;No;FALSE
G129042;2/17/2015;331;AVENUE OF THE AMERICAS;MANHATTAN;10014;WEST    3 STREET / WEST    4 STREET;;102;02;6;03;FALSE;983826;205757;No;No;No;FALSE
G129043;2/17/2015;14;MORTON STREET;MANHATTAN;10014;BLEECKER STREET / 7 AVENUE SOUTH;;102;02;6;03;FALSE;983232;205639;No;No;No;FALSE
G129044;2/17/2015;148;LEROY STREET;MANHATTAN;10014;WASHINGTON STREET / WEST STREET;;102;02;6;03;FALSE;981601;205220;No;No;No;FALSE
G129045;2/17/2015;4;MORTON STREET;MANHATTAN;10014;BLEECKER STREET / 7 AVENUE SOUTH;;102;02;6;03;FALSE;983344;205725;No;No;No;FALSE
G129047;2/17/2015;395;WEST STREET;MANHATTAN;10014;CHRISTOPHER STREET / WEST   10 STREET;;102;02;6;03;FALSE;981490;206340;No;No;No;FALSE
G129048;2/17/2015;358;JOE DIMAGGIO HIGHWAY;MANHATTAN;10014;CLARKSON STREET / LEROY STREET;;102;2;6;03;FALSE;981449;205308;No;No;No;FALSE
G129054;2/17/2015;34-14;73 STREET;QUEENS;11372;34 AVENUE / 35 AVENUE;;403;03;115;25;FALSE;1013729;213393;Yes;No;No;FALSE
G129056;2/17/2015;130;2 STREET;BROOKLYN;11231;BOND STREET / BODY OF WATER;;306;06;76;39;FALSE;986658;185953;No;No;No;FALSE
G129058;2/17/2015;9;HANOVER PLACE;BROOKLYN;11201;FULTON STREET / GROVE PLACE;;302;02;84;33;FALSE;989247;190242;No;No;No;FALSE
G129059;2/17/2015;164;SMITH STREET;BROOKLYN;11201;BERGEN STREET / WYCKOFF STREET;;302;02;84;33;FALSE;986731;189302;Yes;No;No;FALSE
G129060;2/17/2015;20-64;24 STREET;QUEENS;11105;20 AVENUE / 21 AVENUE;;401;01;114;22;FALSE;1008478;224090;No;No;No;FALSE
G129061;2/17/2015;21-25;21 STREET;QUEENS;11105;21 AVENUE / 21 ROAD;;401;01;114;22;FALSE;1007784;224021;Yes;No;No;FALSE
G129062;2/18/2015;87;AVENUE O;BROOKLYN;11204;WEST    8 STREET / SEA BEACH LINE;;311;11;62;44;FALSE;989292;161771;Yes;No;No;FALSE
G129064;2/18/2015;365;NEW DORP LANE;STATEN ISLAND;10306;CLAWSON STREET / HYLAN BOULEVARD;;502;02;122;50;FALSE;953605;147342;No;No;No;FALSE
G129065;2/18/2015;1487;MCDONALD AVENUE;BROOKLYN;11230;WASHINGTON CEMETERY BOUNDARY / AVENUE M;;312;12;66;44;FALSE;991413;163957;No;No;No;FALSE
G129066;2/18/2015;45-54;39 PLACE;QUEENS;11104;QUEENS BOULEVARD / 47 AVENUE;;402;2;108;26;FALSE;1004805;209681;No;No;No;FALSE
G129067;2/18/2015;74;WEST  105 STREET;MANHATTAN;10025;MANHATTAN AVENUE / COLUMBUS AVENUE;;107;07;24;07;FALSE;994495;230068;No;No;No;FALSE
G129068;2/18/2015;105-01;NORTHERN BOULEVARD;QUEENS;11368;105 STREET / 106 STREET;"Paint Other white and black; ";403;03;115;21;FALSE;1022037;215465;No;No;No;FALSE
G129070;2/18/2015;449;CLASSON AVENUE;BROOKLYN;11238;QUINCY STREET / GATES AVENUE;;302;03;79;35;FALSE;995601;188994;No;No;No;FALSE
G129071;2/18/2015;949;PROSPECT PLACE;BROOKLYN;11213;NEW YORK AVENUE / BROOKLYN AVENUE;;308;08;77;36;FALSE;999489;184936;No;No;No;FALSE
G129072;2/18/2015;36-07;20 AVENUE;QUEENS;11105;36 STREET / 37 STREET;;401;01;114;22;FALSE;1011043;222705;No;No;No;FALSE
G129077;2/18/2015;155;WEST   23 STREET;MANHATTAN;10011;AVENUE OF THE AMERICAS / 7 AVENUE;;104;04;13;03;FALSE;985748;210321;No;No;No;FALSE
G129079;2/18/2015;3775;NOSTRAND AVENUE;BROOKLYN;11235;AVENUE X / AVENUE Y;;315;15;61;48;FALSE;1000935;154920;No;No;No;FALSE
G129081;2/18/2015;164-05;NORTHERN BOULEVARD;QUEENS;11358;164 STREET / 165 STREET;;407;07;109;19;FALSE;1039192;216538;No;No;No;FALSE
G129082;2/18/2015;14-05;150 STREET;QUEENS;11357;14 AVENUE / CROSS ISLAND PARKWAY SR NORTH;;407;07;109;19;FALSE;1035876;226672;No;No;No;FALSE
G129084;2/18/2015;14-09;150 STREET;QUEENS;11357;14 AVENUE / CROSS ISLAND PARKWAY SR NORTH;;407;07;109;19;FALSE;1035897;226607;No;No;No;FALSE
G129085;2/18/2015;266;IRVING AVENUE;BROOKLYN;11237;BLEECKER STREET / MENAHAN STREET;;304;04;83;37;FALSE;1007579;194162;Yes;No;No;FALSE
G129086;2/18/2015;264;IRVING AVENUE;BROOKLYN;11237;BLEECKER STREET / MENAHAN STREET;;304;04;83;37;FALSE;1007558;194177;Yes;No;No;FALSE
G129087;2/18/2015;262;IRVING AVENUE;BROOKLYN;11237;BLEECKER STREET / MENAHAN STREET;;304;04;83;37;FALSE;1007538;194193;Yes;No;No;FALSE
G129090;2/18/2015;22-71;CRESCENT STREET;QUEENS;11105;AMTRAK-CONNECTING RAIL LINE / 23 AVENUE;"Paint White ; ";401;01;114;22;FALSE;1007506;222427;No;No;No;FALSE
G129091;2/18/2015;32-01;82 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1015985;215306;Yes;No;No;FALSE
G129092;2/18/2015;32-02;83 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;03;115;25;FALSE;1016087;215320;Yes;No;No;FALSE
G129097;2/18/2015;160;3 STREET;BROOKLYN;11231;BOND STREET / GOWANUS CANAL SHORELINE;;306;06;76;39;FALSE;986760;185591;No;No;No;FALSE
G129098;2/18/2015;7;3 STREET;BROOKLYN;11231;SMITH STREET / HOYT STREET;"Paint No preference ; ";306;06;76;39;FALSE;985538;186615;No;No;No;FALSE
G129101;2/18/2015;71-59;AUSTIN STREET;QUEENS;11375;71 ROAD / 72 AVENUE;;406;06;112;29;FALSE;1027839;201503;No;No;No;FALSE
G129102;2/18/2015;71-53;AUSTIN STREET;QUEENS;11375;71 ROAD / 72 AVENUE;;406;06;112;29;FALSE;1027796;201524;No;No;No;FALSE
G129107;2/19/2015;32-59;80 STREET;QUEENS;11370;32 AVENUE / NORTHERN BOULEVARD;;403;3;115;25;FALSE;1015519;214598;Yes;No;No;FALSE
G129108;2/19/2015;5504;8 AVENUE;BROOKLYN;11220;55 STREET / 56 STREET;;307;07;72;38;FALSE;982312;171834;Yes;No;No;FALSE
G129109;2/19/2015;6108;5 AVENUE;BROOKLYN;11220;61 STREET / 62 STREET;;307;07;72;38;FALSE;979477;172035;Yes;No;No;FALSE
G129110;2/19/2015;5416;7 AVENUE;BROOKLYN;11220;54 STREET / 55 STREET;;307;07;72;38;FALSE;981800;172444;Yes;No;No;FALSE
G129112;2/19/2015;34-11;103 STREET;QUEENS;11368;34 AVENUE / 35 AVENUE;;403;03;115;21;FALSE;1021652;214515;No;No;No;FALSE
G129113;2/19/2015;74;DOOLEY STREET;BROOKLYN;11235;SHORE PARKWAY / VOORHIES AVENUE;;315;15;61;48;FALSE;999229;152538;No;No;No;FALSE
G129114;2/19/2015;545;5 AVENUE;MANHATTAN;10017;5 AVENUE / MADISON AVENUE;;105;05;14;04;FALSE;990012;214369;No;No;No;FALSE
G129121;2/19/2015;474;3 AVENUE;MANHATTAN;10016;EAST   32 STREET / EAST   33 STREET;;106;06;17;02;FALSE;990006;210614;No;No;No;FALSE
G129122;2/19/2015;474;3 AVENUE;MANHATTAN;10016;EAST   32 STREET / EAST   33 STREET;;106;06;17;02;FALSE;990006;210614;No;No;No;FALSE
G129124;2/19/2015;1027;WESTCHESTER AVENUE;BRONX;10459;EAST  165 STREET / SIMPSON STREET;;202;2;41;17;FALSE;1013811;239601;Yes;No;No;FALSE
G129127;2/19/2015;1118;WESTCHESTER AVENUE;BRONX;10459;HOE AVENUE / FAILE STREET;;202;2;41;17;FALSE;1014704;240002;Yes;No;No;FALSE
G129129;2/19/2015;1117;WESTCHESTER AVENUE;BRONX;10459;HOE AVENUE / FAILE STREET;;202;02;41;17;FALSE;1014704;240221;Yes;No;No;FALSE
G129130;2/19/2015;1260A;WESTCHESTER AVENUE;BRONX;10459;EAST  167 STREET / HOME STREET;;202;2;41;17;FALSE;1015493;240451;Yes;No;No;FALSE
G129134;2/19/2015;1509;WESTCHESTER AVENUE;BRONX;10472;WHEELER AVENUE / ELDER AVENUE;;209;9;43;18;FALSE;1017494;241278;Yes;No;No;FALSE
G129148;2/19/2015;1251;ROSEDALE AVENUE;BRONX;10472;NYCTA SUBWAY / EAST  172 STREET;;209;9;43;18;FALSE;1020382;242128;No;No;No;FALSE
G129158;2/20/2015;330;EAST  106 STREET;MANHATTAN;10029;2 AVENUE / 1 AVENUE;;111;11;23;08;FALSE;1000481;227054;Yes;No;No;FALSE
G129162;2/20/2015;342;86 STREET;BROOKLYN;11209;3 AVENUE / 4 AVENUE;;310;10;68;43;FALSE;975968;166212;No;No;No;FALSE
G129163;2/20/2015;854;45 STREET;BROOKLYN;11220;8 AVENUE / 9 AVENUE;;312;12;66;38;FALSE;984359;173509;No;No;No;FALSE
G129164;2/20/2015;345;86 STREET;BROOKLYN;11209;3 AVENUE / 4 AVENUE;;310;10;68;43;FALSE;976111;166398;No;No;No;FALSE
G129165;2/20/2015;480;86 STREET;BROOKLYN;11209;4 AVENUE / 5 AVENUE;;310;10;68;43;FALSE;976868;165674;No;No;No;FALSE
G129166;2/20/2015;516;86 STREET;BROOKLYN;11209;5 AVENUE / GELSTON AVENUE;;310;10;68;43;FALSE;977058;165531;No;No;No;FALSE
G129167;2/20/2015;518;86 STREET;BROOKLYN;11209;5 AVENUE / GELSTON AVENUE;;310;10;68;43;FALSE;977069;165512;No;No;No;FALSE
G129169;2/20/2015;697;86 STREET;BROOKLYN;11228;DAHLGREN PLACE / BATTERY AVENUE;"Paint Other silver; ";310;10;68;43;FALSE;978193;164861;Yes;No;No;FALSE
G129171;2/20/2015;1635;86 STREET;BROOKLYN;11214;BAY   13 STREET / BAY   14 STREET;;311;11;62;43;FALSE;982562;161396;Yes;No;No;FALSE
G129174;2/20/2015;2147;86 STREET;BROOKLYN;11214;BAY 28 STREET / BAY 29 STREET;;311;11;62;47;FALSE;985735;158882;Yes;No;No;FALSE
G129175;2/20/2015;2141;86 STREET;BROOKLYN;11214;BAY 28 STREET / BAY 29 STREET;;311;11;62;47;FALSE;985672;158932;No;No;No;FALSE
G129176;2/20/2015;2172;86 STREET;BROOKLYN;11214;BAY   29 STREET / BAY PARKWAY;;311;11;62;47;FALSE;985787;158589;Yes;No;No;FALSE
G129177;2/20/2015;2202;86 STREET;BROOKLYN;11214;BAY PARKWAY / BAY   31 STREET;;311;11;62;47;FALSE;985930;158435;Yes;No;No;FALSE
G129178;2/20/2015;2204;86 STREET;BROOKLYN;11214;BAY PARKWAY / BAY   31 STREET;;311;11;62;47;FALSE;985987;158460;No;No;No;FALSE
G129181;2/20/2015;752;59 STREET;BROOKLYN;11220;7 AVENUE / 8 AVENUE;;307;07;72;38;FALSE;981474;171143;No;No;No;FALSE
G129182;2/20/2015;2236;86 STREET;BROOKLYN;11214;BAY 31 STREET / BAY 32 STREET;;311;11;62;47;FALSE;986177;158292;No;No;No;FALSE
G129188;2/20/2015;2156;FULTON STREET;BROOKLYN;11233;ROCKAWAY AVENUE / TRUXTON STREET;;316;16;73;37;FALSE;1009066;186309;No;No;No;FALSE
G129191;2/20/2015;279;GREENE AVENUE;BROOKLYN;11238;GRAND AVENUE / CLASSON AVENUE;;302;02;88;35;FALSE;995166;189766;No;No;No;FALSE
G129192;2/20/2015;2096;FULTON STREET;BROOKLYN;11233;SARATOGA AVENUE / THOMAS S BOYLAND STREET;;316;16;73;41;FALSE;1008302;186363;No;No;No;FALSE
G129193;2/20/2015;5;SOMERS STREET;BROOKLYN;11233;FULTON STREET / BEND;;316;16;73;41;FALSE;1008269;186560;Yes;No;No;FALSE
G129194;2/20/2015;1984;FULTON STREET;BROOKLYN;11233;MAC DOUGAL STREET / HOWARD AVENUE;;303;03;81;41;FALSE;1006654;186482;No;No;No;FALSE
