Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G133143;4/29/2015;1251;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE I / AVENUE J;;314;14;70;44;FALSE;993866;167717;No;No;No;FALSE
G133144;4/29/2015;3029;CONEY ISLAND AVENUE;BROOKLYN;11235;BRIGHTON    8 COURT / NEPTUNE AVENUE;"Paint Gray ; ";313;13;60;48;FALSE;995462;151547;No;No;Yes;FALSE
G133146;4/29/2015;261;40 STREET;BROOKLYN;11232;2 AVENUE / 3 AVENUE;"Paint Brick-Red ; ";307;7;72;38;FALSE;981599;177555;No;No;No;FALSE
G133148;4/29/2015;268;39 STREET;BROOKLYN;11232;2 AVENUE / 3 AVENUE;;307;07;72;38;FALSE;981764;177559;No;No;No;FALSE
G133156;4/29/2015;179;NORTH    6 STREET;BROOKLYN;11211;BEDFORD AVENUE / DRIGGS AVENUE;;301;1;94;33;FALSE;996127;200436;No;No;No;FALSE
G133162;4/29/2015;1675;EAST    2 STREET;BROOKLYN;11223;AVENUE P / QUENTIN ROAD;"Paint No preference ; ";315;15;61;44;FALSE;992132;161043;Yes;No;No;FALSE
G133163;4/29/2015;394;AVENUE P;BROOKLYN;11223;MC DONALD AVENUE / EAST 2 STREET;"Paint No preference ; Powerwash; ";315;15;61;44;FALSE;991852;161037;No;No;No;FALSE
G133164;4/29/2015;374;AVENUE P;BROOKLYN;11204;DAHILL ROAD / 65 STREET;"Paint No preference ; ";311;11;62;44;FALSE;991564;160960;Yes;No;No;FALSE
G133166;4/29/2015;2116;7 AVENUE;MANHATTAN;10027;WEST 125 STREET / WEST 126 STREET;;110;10;28;09;FALSE;998531;234252;Yes;No;No;FALSE
G133172;4/29/2015;3901;4 AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;"Paint Gray ; ";307;7;72;38;FALSE;982592;176939;Yes;No;No;FALSE
G133173;4/29/2015;630;EAST  221 STREET;BRONX;10467;CARPENTER AVENUE / WHITE PLAINS ROAD;"Powerwash; ";212;12;47;12;FALSE;1021657;261975;No;No;No;FALSE
G133175;4/29/2015;7622;13 AVENUE;BROOKLYN;11228;76 STREET / 77 STREET;;310;10;68;43;FALSE;981820;164950;No;No;No;FALSE
G133177;4/30/2015;694;ARTHUR KILL ROAD;STATEN ISLAND;10308;ARMSTRONG AVENUE / CORTELYOU AVENUE;;503;03;122;51;FALSE;938679;143231;Yes;No;No;FALSE
G133178;4/30/2015;139;NORTH   10 STREET;BROOKLYN;11211;BERRY STREET / BEDFORD AVENUE;;301;1;94;33;FALSE;996386;201578;No;No;No;FALSE
G133184;4/30/2015;275;NORTH    8 STREET;BROOKLYN;11211;HAVEMEYER STREET / MEEKER AVENUE;;301;1;94;33;FALSE;997427;200041;No;No;No;FALSE
G133186;4/30/2015;42;ST NICHOLAS AVENUE;BROOKLYN;11237;STARR STREET / WILLOUGHBY AVENUE;;304;4;83;34;FALSE;1006120;196846;No;No;No;FALSE
G133190;4/30/2015;1781;AMSTERDAM AVENUE;MANHATTAN;10031;WEST  148 STREET / WEST  149 STREET;"Powerwash; ";109;9;30;07;FALSE;999242;240624;No;No;No;FALSE
G133193;4/30/2015;208;LEWIS AVENUE;BROOKLYN;11221;GREENE AVENUE / LEXINGTON AVENUE;;303;3;81;36;FALSE;1001830;190468;No;No;No;FALSE
G133201;4/30/2015;149-09;41 AVENUE;QUEENS;11355;149 STREET / 149 PLACE;;407;7;109;20;FALSE;1035358;217096;Yes;No;No;FALSE
G133203;5/1/2015;139;RIVINGTON STREET;MANHATTAN;10002;NORFOLK STREET / SUFFOLK STREET;"Powerwash; ";103;3;7;01;TRUE;987997;201228;No;No;No;FALSE
G133204;5/1/2015;1198;BEDFORD AVENUE;BROOKLYN;11216;PUTNAM AVENUE / JEFFERSON AVENUE;"Paint Gray ; ";303;03;79;36;FALSE;996962;188150;No;No;No;FALSE
G133206;5/1/2015;1465;YORK AVENUE;MANHATTAN;10075;EAST   77 STREET / EAST   78 STREET;;108;8;19;05;TRUE;997721;220052;No;No;No;FALSE
G133211;5/1/2015;1001;OGDEN AVENUE;BRONX;10452;WEST  164 STREET / WEST  165 STREET;"Powerwash; ";204;4;44;17;FALSE;1003738;242828;Yes;No;No;FALSE
G133212;5/1/2015;3990;BRONX BOULEVARD;BRONX;10466;EAST  224 STREET / EAST  226 STREET;"Paint Brick-Red ; ";212;12;47;12;FALSE;1021911;263278;No;No;No;FALSE
G133217;5/1/2015;5624;7 AVENUE;BROOKLYN;11220;56 STREET / 57 STREET;"Paint Gray ; ";307;7;72;38;FALSE;981441;171987;No;No;No;FALSE
G133218;5/1/2015;180;TOMPKINS AVENUE;BROOKLYN;11206;HART STREET / PULASKI STREET;"Powerwash; ";303;3;79;36;FALSE;999194;191720;No;No;No;FALSE
G133219;5/1/2015;156;SANFORD STREET;BROOKLYN;11205;MYRTLE AVENUE / WILLOUGHBY AVENUE;"Paint Other Brown; ";303;3;79;35;FALSE;997144;192110;No;No;No;FALSE
G133220;5/1/2015;18;FRANKLIN STREET;BROOKLYN;11222;MESEROLE AVENUE / QUAY STREET;"Powerwash; ";301;1;94;33;FALSE;996122;203742;Yes;No;No;FALSE
G133221;5/1/2015;5224;8 AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;"Paint No preference ; ";307;7;72;38;FALSE;982697;172320;No;No;No;FALSE
G133222;5/1/2015;809;EAST  140 STREET;BRONX;10454;BRUCKNER EXPWY EB EN E  138 ST / AMTRAK-HELLGATE LINE;"Paint Brick-Red ; ";201;01;40;17;FALSE;1009416;232669;No;No;No;FALSE
G133224;5/1/2015;35;CEDAR STREET;BROOKLYN;11221;EVERGREEN AVENUE / MYRTLE AVENUE;;304;4;83;34;FALSE;1004137;193162;No;No;No;FALSE
G133225;5/1/2015;46-06;88 STREET;QUEENS;11373;DEAD END / ST JAMES AVENUE;;404;04;110;25;FALSE;1018029;209411;No;No;No;FALSE
G133228;5/1/2015;765;DEKALB AVENUE;BROOKLYN;11216;MARCY AVENUE / TOMPKINS AVENUE;"Paint Other BROWN; ";303;3;79;36;FALSE;999267;191483;No;No;No;FALSE
G133229;5/1/2015;1041;HEGEMAN AVENUE;BROOKLYN;11208;MONTAUK AVENUE / MILFORD STREET;"Paint Tan CELL #917 306-3429; ";305;5;75;42;FALSE;1019000;182443;Yes;No;No;FALSE
G133230;5/1/2015;80-21;MYRTLE AVENUE;QUEENS;11385;80 STREET / 81 STREET;;405;5;104;30;FALSE;1021004;195515;No;No;No;FALSE
G133231;5/1/2015;3399;3 AVENUE;BRONX;10456;EAST  166 STREET / EAST  166 STREET;"Paint Other PAINT METAL DOOR DARK BLUE; ";203;3;42;16;FALSE;1009846;241094;Yes;No;No;FALSE
G133234;5/2/2015;1881;MCDONALD AVENUE;BROOKLYN;11223;AVENUE P / QUENTIN ROAD;;311;15;61;44;FALSE;991945;160438;Yes;No;No;FALSE
G133235;5/2/2015;3835;RICHMOND AVENUE;STATEN ISLAND;10312;SYLVIA STREET / ELTINGVILLE BOULEVARD;"Paint No preference ; ";503;3;122;51;FALSE;938338;137758;No;No;No;FALSE
G133239;5/2/2015;29;SKILLMAN AVENUE;BROOKLYN;11211;MEEKER AVENUE / LORIMER STREET;;301;01;94;34;FALSE;997910;199979;No;No;Yes;FALSE
G133243;5/2/2015;651;5 AVENUE;BROOKLYN;11215;18 STREET / 19 STREET;"Powerwash; ";307;07;72;38;FALSE;986521;180642;Yes;No;No;FALSE
G133244;5/2/2015;673;5 AVENUE;BROOKLYN;11215;20 STREET / 21 STREET;;307;7;72;38;FALSE;986274;180335;No;No;Yes;FALSE
G133245;5/2/2015;245;RALPH AVENUE;BROOKLYN;11233;CHAUNCEY STREET / MARION STREET;"Paint Gray ; ";303;3;81;41;FALSE;1005857;187439;No;No;No;FALSE
G133246;5/2/2015;243;RALPH AVENUE;BROOKLYN;11233;BAINBRIDGE STREET / CHAUNCEY STREET;"Powerwash; ";303;3;81;41;FALSE;1005855;187534;No;No;No;FALSE
G133247;5/2/2015;1909;HOBART AVENUE;BRONX;10461;MORRIS PARK AVENUE / WILKINSON AVENUE;"Paint White ; ";210;10;45;13;FALSE;1030870;248825;No;No;No;FALSE
G133249;5/3/2015;544;COURT STREET;BROOKLYN;11231;HUNTINGTON STREET / WEST    9 STREET;;306;6;76;39;FALSE;984388;185319;No;No;No;FALSE
G133250;5/3/2015;40;RIVINGTON STREET;MANHATTAN;10002;FORSYTH STREET / ELDRIDGE STREET;;103;3;5;01;FALSE;986723;201998;Yes;No;No;FALSE
G133251;5/3/2015;7;2 AVENUE;MANHATTAN;10003;EAST HOUSTON STREET / EAST    1 STREET;"Powerwash; ";103;3;9;01;FALSE;986643;203069;Yes;No;No;FALSE
G133252;5/3/2015;1;RIVINGTON STREET;MANHATTAN;10002;BOWERY / FREEMAN ALLEY;;103;3;5;01;FALSE;986121;202118;Yes;No;No;FALSE
G133254;5/3/2015;6112;4 AVENUE;BROOKLYN;11220;61 STREET / 62 STREET;"None Specified; ";307;7;72;38;FALSE;978816;172508;No;No;No;FALSE
G133255;5/3/2015;6924;4 AVENUE;BROOKLYN;11209;BAY RIDGE AVENUE / OVINGTON AVENUE;;310;10;68;43;FALSE;977570;170316;No;No;No;FALSE
G133257;5/3/2015;1281;VIELE AVENUE;BRONX;10474;COSTER STREET / FAILE STREET;;202;02;41;17;FALSE;1016071;233395;No;No;No;FALSE
G133264;5/4/2015;74-02;101 AVENUE;QUEENS;11416;101 AVENUE / 75 STREET;;409;9;102;32;FALSE;1022265;186787;No;No;No;FALSE
G133265;5/4/2015;517;DEGRAW STREET;BROOKLYN;11217;BODY OF WATER / NEVINS STREET;;306;6;78;33;FALSE;987929;187347;Yes;No;No;FALSE
G133267;5/4/2015;1121;GLENMORE AVENUE;BROOKLYN;11208;LINCOLN AVENUE / SHERIDAN AVENUE;;305;5;75;37;FALSE;1020992;186162;Yes;No;No;FALSE
G133269;5/4/2015;42-44;13 STREET;QUEENS;11101;QNSBO BR UP ROADWAY APPROACH / 43 AVENUE;"Paint No preference ; Powerwash; ";402;2;108;26;FALSE;999119;213091;Yes;No;No;FALSE
G133270;5/4/2015;369;WEST   19 STREET;MANHATTAN;10011;8 AVENUE / 9 AVENUE;"Paint Brick-Red ; ";104;4;10;03;FALSE;983488;210327;No;No;No;FALSE
G133274;5/4/2015;707;EAST TREMONT AVENUE;BRONX;10457;CROTONA AVENUE / CLINTON AVENUE;;206;06;48;17;FALSE;1014500;247316;No;No;No;FALSE
G133281;5/4/2015;176;RIVINGTON STREET;MANHATTAN;10002;CLINTON STREET / ATTORNEY STREET;;103;3;7;01;FALSE;988589;201256;Yes;No;No;FALSE
G133282;5/4/2015;174;RIVINGTON STREET;MANHATTAN;10002;CLINTON STREET / ATTORNEY STREET;"Paint Gray ; ";103;3;7;01;FALSE;988566;201265;Yes;No;No;FALSE
G133283;5/4/2015;129;RIVINGTON STREET;MANHATTAN;10002;ESSEX STREET / NORFOLK STREET;"Paint No preference ; ";103;3;7;01;FALSE;987857;201411;Yes;No;No;FALSE
G133284;5/4/2015;131;NORFOLK STREET;MANHATTAN;10002;RIVINGTON STREET / STANTON STREET;"Paint Gray ; Powerwash; ";103;3;7;01;FALSE;987894;201521;Yes;No;No;FALSE
G133285;5/4/2015;105;ATTORNEY STREET;MANHATTAN;10002;DELANCEY STREET / RIVINGTON STREET;"Powerwash; ";103;3;7;01;FALSE;988533;201108;Yes;No;No;FALSE
G133287;5/4/2015;40;CANAL STREET;MANHATTAN;10002;LUDLOW STREET / ORCHARD STREET;"Paint Gray ; ";103;3;7;01;FALSE;986635;199619;Yes;No;No;FALSE
G133288;5/4/2015;122-52;MONTAUK STREET;QUEENS;11413;NELLIS STREET / NASHVILLE BOULEVARD;"Paint Other PAINT ROLL DOWN GATE BROWN AND ON FENCE; ";412;12;113;27;FALSE;1051003;187647;Yes;No;No;FALSE
G133289;5/4/2015;351;KINGSTON AVENUE;BROOKLYN;11213;PRESIDENT STREET / CARROLL STREET;;309;9;71;35;FALSE;1000268;182278;No;No;No;FALSE
G133290;5/4/2015;985;NOSTRAND AVENUE;BROOKLYN;11225;SULLIVAN PLACE / EMPIRE BOULEVARD;"Paint Gray ; ";309;9;71;35;FALSE;997918;181263;No;No;No;FALSE
G133292;5/4/2015;3150;JEROME AVENUE;BRONX;10468;EAST  205 STREET / WEST  205 STREET;"Paint No preference Brown; ";207;7;52;11;FALSE;1015273;258449;No;No;No;FALSE
G133293;5/4/2015;3236;FULTON STREET;BROOKLYN;11208;RICHMOND STREET / CHESTNUT STREET;;305;05;75;37;FALSE;1018723;187920;Yes;No;No;FALSE
G133294;5/4/2015;7324;20 AVENUE;BROOKLYN;11204;73 STREET / 74 STREET;"None Specified; ";311;11;62;43;FALSE;986671;162124;No;No;No;FALSE
G133295;5/4/2015;276;3 AVENUE;BROOKLYN;11215;PRESIDENT STREET / CARROLL STREET;"Paint No preference ; Powerwash; ";306;06;78;39;FALSE;988075;186158;No;No;No;FALSE
G133296;5/4/2015;47;7 AVENUE SOUTH;MANHATTAN;10014;MORTON STREET / COMMERCE STREET;;102;02;6;03;FALSE;983184;205730;No;No;No;FALSE
G133297;5/4/2015;705;EAST  222 STREET;BRONX;10467;WHITE PLAINS ROAD / BARNES AVENUE;;212;12;47;12;FALSE;1022622;262034;Yes;No;No;FALSE
G133302;5/5/2015;5802;4 AVENUE;BROOKLYN;11220;58 STREET / 59 STREET;"Paint Gray ; ";307;7;72;38;FALSE;979358;173207;No;No;No;FALSE
G133306;5/5/2015;2121;BEEKMAN PLACE;BROOKLYN;11225;DEAD END / FLATBUSH AVENUE;"Paint Gray ; Powerwash; ";309;9;71;40;FALSE;995085;179829;Yes;No;No;FALSE
G133307;5/5/2015;249;SOUTH 1 STREET;BROOKLYN;11211;ROEBLING STREET / HAVEMEYER STREET;"Paint Other PAINT COLOR OF PAINT AND POWERWASH; Powerwash; ";301;01;90;34;FALSE;995972;198914;Yes;No;No;FALSE
G133308;5/5/2015;38-25;56 STREET;QUEENS;11377;DEAD END / 39 AVENUE;;402;2;108;26;FALSE;1010053;211984;No;No;No;FALSE
G133309;5/5/2015;249-02;HILLSIDE AVENUE;QUEENS;11426;249 STREET / 250 STREET;"Paint Other GREEN; ";413;13;105;23;FALSE;1062457;207179;Yes;No;No;FALSE
G133310;5/5/2015;2039;CRUGER AVENUE;BRONX;10462;BRONXDALE AVENUE / BRADY AVENUE;"Powerwash; ";211;11;49;13;FALSE;1021017;249545;No;No;No;FALSE
G133311;5/5/2015;417;PULASKI STREET;BROOKLYN;11221;STUYVESANT AVENUE / MALCOLM X BOULEVARD;"Powerwash; ";303;03;81;36;FALSE;1002609;192261;No;No;No;FALSE
G133315;5/5/2015;73-01;37 AVENUE;QUEENS;11372;73 STREET / 74 STREET;"Paint Other PAINT TO MATCH EXISTING COLOR; ";403;03;115;25;FALSE;1014051;212224;No;No;No;FALSE
G133318;5/5/2015;183-05;HOR HARDING EXPRESSWAY N SVC RD;QUEENS;11365;LONG ISLAND EXPWY ET   25 WB / 185 STREET;"Paint No preference ; ";411;11;111;20;FALSE;1042210;209073;No;No;No;FALSE
G133320;5/5/2015;242-02;61 AVENUE;QUEENS;11362;DOUGLASTON PARKWAY / BEND;;411;11;111;23;FALSE;1056616;214359;No;No;No;FALSE
G133321;5/5/2015;3513;ATLANTIC AVENUE;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;"Paint Gray ; ";305;5;75;37;FALSE;1020982;188209;No;No;No;FALSE
G133324;5/5/2015;81-19;KNEELAND AVENUE;QUEENS;11373;BEND / CODWISE PLACE;"Paint No preference ; Powerwash; ";404;4;110;29;FALSE;1016601;206949;Yes;No;No;FALSE
G133327;5/5/2015;51-04;JACOBUS STREET;QUEENS;11373;51 AVENUE / KNEELAND AVENUE;"Paint No preference ; ";404;04;110;29;FALSE;1015344;207654;No;No;No;FALSE
G133328;5/5/2015;51-01;IRELAND STREET;QUEENS;11373;51 AVENUE / KNEELAND AVENUE;"Paint White SIDEWALK; ";404;4;110;29;FALSE;1015763;207752;No;No;No;FALSE
G133329;5/5/2015;80-02;51 AVENUE;QUEENS;11373;MANILLA STREET / QUEENS BOULEVARD;;404;4;110;29;FALSE;1016491;207888;Yes;No;No;FALSE
G133339;5/6/2015;88-10;54 AVENUE;QUEENS;11373;JUSTICE AVENUE / 90 STREET;"Paint Gray ; ";404;4;110;25;FALSE;1018924;207796;No;No;Yes;FALSE
G133343;5/6/2015;1074;62 STREET;BROOKLYN;11219;10 AVENUE / 11 AVENUE;"Paint Brick-Red ; Powerwash; ";310;10;68;38;FALSE;982928;168912;No;No;No;FALSE
G133344;5/6/2015;43-20;69 STREET;QUEENS;11377;43 AVENUE / 44 AVENUE;"Paint Other roll dwn gate silver-POWERWASH BRICK WALL NEXT TO ROLL DOWN GATE. .; ";402;2;108;26;FALSE;1013044;209330;Yes;No;No;FALSE
G133345;5/6/2015;37-42;74 STREET;QUEENS;11372;BEND / 37 ROAD;"Powerwash; ";403;03;115;25;FALSE;1014207;211725;No;No;No;FALSE
G133346;5/6/2015;531;16 STREET;BROOKLYN;11215;10 AVENUE / 11 AVENUE;;307;7;72;39;FALSE;990448;179452;Yes;No;No;FALSE
G133349;5/6/2015;126;RALPH AVENUE;BROOKLYN;11221;JEFFERSON AVENUE / HANCOCK STREET;"Paint Brick-Red silver roll down gate; ";303;3;81;41;FALSE;1005459;189105;No;No;No;FALSE
G133350;5/6/2015;1511;VOORHIES AVENUE;BROOKLYN;11235;SHORE PARKWAY / EAST   16 STREET;;315;15;61;48;FALSE;996953;152951;No;No;No;FALSE
G133355;5/6/2015;724;FLATBUSH AVENUE;BROOKLYN;11226;PARKSIDE AVENUE / CLARKSON AVENUE;;309;14;70;40;FALSE;995308;178040;Yes;No;No;FALSE
G133360;5/6/2015;159;27 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;"Paint No preference ; ";307;07;72;38;FALSE;984159;179849;No;No;Yes;FALSE
G133362;5/6/2015;313;48 STREET;BROOKLYN;11220;3 AVENUE / 4 AVENUE;"None Specified; ";307;7;72;38;FALSE;980653;175651;No;No;No;FALSE
G133364;5/6/2015;653;BRUCKNER BOULEVARD;BRONX;10455;AUSTIN PLACE / TIMPSON PLACE;"Paint No preference ; Powerwash; ";202;2;41;17;FALSE;1011870;235191;Yes;No;No;FALSE
G133367;5/6/2015;8;ELDRIDGE STREET;MANHATTAN;10002;DIVISION STREET / CANAL STREET;"Paint No preference ; ";103;3;5;01;FALSE;986054;199583;No;No;No;FALSE
G133369;5/6/2015;6801;BAY PARKWAY;BROOKLYN;11204;WEST 9 STREET / BAY RIDGE AVENUE;"Paint Brick-Red ; Powerwash; ";311;11;62;44;FALSE;988829;162013;No;No;No;FALSE
G133370;5/6/2015;6733;BAY PARKWAY;BROOKLYN;11204;68 STREET / WEST    9 STREET;;311;11;62;44;FALSE;988920;162182;Yes;No;No;FALSE
G133371;5/6/2015;172;STUYVESANT AVENUE;BROOKLYN;11221;LEXINGTON AVENUE / QUINCY STREET;;303;3;81;36;FALSE;1002650;190462;No;No;No;FALSE
G133374;5/6/2015;2178;BAYRIDGE AVENUE;BROOKLYN;11204;21 AVENUE / BAY PARKWAY;"Paint Gray ; ";311;11;62;44;FALSE;988639;162111;No;No;No;FALSE
G133375;5/6/2015;2613;EAST   16 STREET;BROOKLYN;11235;AVENUE Z / SHEEPSHEAD BAY ROAD;"Paint Black POWER WASH ON BUILDING. BLACK PAINT ON DOORS; Powerwash; ";315;15;61;48;FALSE;997281;153446;No;No;No;FALSE
G133377;5/6/2015;3684;NOSTRAND AVENUE;BROOKLYN;11229;AVENUE W / AVENUE X;"None Specified; ";315;15;61;46;FALSE;1000629;155695;No;No;No;FALSE
G133380;5/6/2015;2377;FLATBUSH AVENUE;BROOKLYN;11234;EAST   51 STREET / AVENUE T;"None Specified; ";318;18;63;46;FALSE;1005131;162424;Yes;No;No;FALSE
G133381;5/6/2015;133;17 STREET;BROOKLYN;11215;3 AVENUE / 4 AVENUE;"Paint Brick-Red ; ";307;7;72;38;FALSE;985666;181975;No;No;No;FALSE
G133385;5/6/2015;1002;FOSTER AVENUE;BROOKLYN;11230;EAST   10 STREET / CONEY ISLAND AVENUE;;314;14;70;44;FALSE;993379;169464;Yes;No;No;FALSE
G133387;5/6/2015;1370;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE J / CARY COURT;"Paint Tan BROWN (THE DOORS); Powerwash; ";314;12;66;44;FALSE;993848;166648;No;No;No;FALSE
G133388;5/6/2015;1452;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE K / AVENUE L;"Paint No preference ; ";314;12;66;44;FALSE;993957;165921;Yes;No;No;FALSE
G133390;5/6/2015;67;ST MARKS PLACE;MANHATTAN;10003;2 AVENUE / 1 AVENUE;"Powerwash; ";103;3;9;02;FALSE;988109;204522;No;No;No;FALSE
G133393;5/6/2015;1153;FOREST AVENUE;STATEN ISLAND;10310;DUBOIS AVENUE / MUNDY AVENUE;"Paint Gray ; ";501;1;120;49;FALSE;948571;167689;Yes;No;No;FALSE
G133395;5/6/2015;722;CONEY ISLAND AVENUE;BROOKLYN;11218;AVENUE C / CORTELYOU ROAD;;314;12;66;40;FALSE;992762;172398;No;No;No;FALSE
G133396;5/6/2015;1367;CONEY ISLAND AVENUE;BROOKLYN;11230;AVENUE J / CARY COURT;"Paint No preference ; ";314;14;70;44;FALSE;994042;166696;No;No;No;FALSE
G133399;5/6/2015;943;KINGS HIGHWAY;BROOKLYN;11223;EAST   10 STREET / CONEY ISLAND AVENUE;"Powerwash; ";315;15;61;44;FALSE;994705;160581;No;No;Yes;FALSE
G133400;5/6/2015;38;EAST   10 STREET;BROOKLYN;11218;CATON AVENUE / CHURCH AVENUE;;314;14;70;40;FALSE;992369;175080;No;No;No;FALSE
G133402;5/6/2015;463;CONEY ISLAND AVENUE;BROOKLYN;11218;FRIEL PLACE / CHURCH AVENUE;;314;14;70;40;FALSE;992375;174874;No;No;No;FALSE
G133404;5/6/2015;37-05;90 STREET;QUEENS;11372;37 AVENUE / ROOSEVELT AVENUE;;403;03;115;21;FALSE;1018452;212664;Yes;No;No;FALSE
G133405;5/6/2015;1503;GATES AVENUE;BROOKLYN;11237;IRVING AVENUE / MYRTLE AVENUE;"Paint White ; ";304;4;83;37;FALSE;1008263;193815;No;No;No;FALSE
G133408;5/6/2015;243;44 STREET;BROOKLYN;11232;2 AVENUE / 3 AVENUE;"Paint Brick-Red ; Powerwash; ";307;7;72;38;FALSE;980939;176755;No;No;No;FALSE
G133414;5/6/2015;71-08;80 STREET;QUEENS;11385;71 AVENUE / 81 STREET;"Powerwash; ";405;5;104;30;FALSE;1020334;197078;No;No;No;FALSE
G133415;5/6/2015;242;WYCKOFF AVENUE;BROOKLYN;11237;GROVE STREET / LINDEN STREET;"Paint Gray ; ";304;4;83;37;FALSE;1008268;194515;No;No;No;FALSE
G133419;5/6/2015;2385;UTICA AVENUE;BROOKLYN;11234;FILLMORE AVENUE / FLATBUSH AVENUE;"Paint No preference ; ";318;18;63;46;FALSE;1004814;162734;No;No;No;FALSE
G133421;5/7/2015;105;WEST   26 STREET;MANHATTAN;10001;AVENUE OF THE AMERICAS / 7 AVENUE;;105;5;13;03;FALSE;986561;210712;Yes;No;No;FALSE
G133422;5/7/2015;90-25;ELDERT LANE;QUEENS;11421;ROCKAWAY BOULEVARD / FULTON STREET;;305;9;102;32;FALSE;1021258;189283;No;No;No;FALSE
G133424;5/7/2015;1548;UNIVERSITY AVENUE;BRONX;10452;CROSS BRONX EXPWY SB ET    1 C-D / FEATHERBED LANE;"Paint Black ON ROLL DOWN GATE; ";205;5;46;16;FALSE;1005978;247428;Yes;No;No;FALSE
G133425;5/7/2015;290;DYCKMAN STREET;MANHATTAN;10034;HENSHAW STREET / STAFF STREET;"Paint Other POWERWASH PAINT LIGHT BROWN; Powerwash; ";112;12;34;07;FALSE;1003646;255211;No;No;No;FALSE
G133426;5/7/2015;66-26;GRAND AVENUE;QUEENS;11378;HAMILTON PLACE / 55 DRIVE;;405;05;104;30;FALSE;1012600;203196;No;No;No;FALSE
G133427;5/7/2015;195;HENRY STREET;MANHATTAN;10002;JEFFERSON STREET / CLINTON STREET;;103;3;7;01;FALSE;987639;199325;No;No;No;FALSE
G133428;5/7/2015;115;SOUTH    5 STREET;BROOKLYN;11249;BERRY STREET / BEDFORD AVENUE;;301;01;90;34;FALSE;994260;198560;No;No;No;FALSE
G133435;5/8/2015;1678;EAST   18 STREET;BROOKLYN;11229;KINGS HIGHWAY / QUENTIN ROAD;"Powerwash; ";315;15;61;48;FALSE;996541;161208;No;No;No;FALSE
G133439;5/8/2015;3525;WILLET AVENUE;BRONX;10467;EAST GUN HILL ROAD / EAST  213 STREET;"Powerwash; ";212;12;47;12;FALSE;1020951;259332;Yes;No;No;FALSE
G133441;5/8/2015;75;WEBSTER AVENUE;BROOKLYN;11230;MC DONALD AVENUE / EAST    3 STREET;"Paint Other PAINT FENCE SAME GREEN AS ON STRIPS OF FENCE OR IF NOT POSSIBLE THEN A DARK COLOR OR POWERWASH IF BETTER.  GRAFFITI ON GATE & WALL; Powerwash; ";314;14;70;44;FALSE;990695;168881;No;No;No;FALSE
G133444;5/8/2015;303;LOUISIANA AVENUE;BROOKLYN;11207;WORTMAN AVENUE / COZINE AVENUE;;305;5;75;42;FALSE;1014361;177245;No;No;No;FALSE
G133445;5/8/2015;960;ALABAMA AVENUE;BROOKLYN;11207;WORTMAN AVENUE / COZINE AVENUE;;305;5;75;42;FALSE;1014581;177369;No;No;No;FALSE
G133447;5/8/2015;60;WEST  126 STREET;MANHATTAN;10027;5 AVENUE / LENOX AVENUE;;110;10;28;09;FALSE;999761;233571;No;No;No;FALSE
G133448;5/8/2015;879;KNICKERBOCKER AVENUE;BROOKLYN;11207;DECATUR STREET / COOPER STREET;;304;4;83;37;FALSE;1010649;191173;No;No;No;FALSE
G133449;5/8/2015;692;KNICKERBOCKER AVENUE;BROOKLYN;11221;CORNELIA STREET / JEFFERSON AVENUE;;304;4;83;37;FALSE;1008936;192299;No;No;No;FALSE
G133450;5/9/2015;750;67 STREET;BROOKLYN;11220;7 AVENUE / 8 AVENUE;"Paint Other PAINT GARAGE DOOR IN THE BACK GREEN.; ";310;10;68;43;FALSE;980267;169371;No;No;No;FALSE
G133451;5/9/2015;760;67 STREET;BROOKLYN;11220;7 AVENUE / 8 AVENUE;"Paint White ; ";310;10;68;43;FALSE;980316;169326;Yes;No;No;FALSE
G133454;5/9/2015;342;HART STREET;BROOKLYN;11206;MARCUS GARVEY BOULEVARD / LEWIS AVENUE;"Paint Tan ; ";303;3;81;36;FALSE;1001559;192250;No;No;No;FALSE
G133455;5/9/2015;50;REID AVENUE;BROOKLYN;11221;KOSCIUSZKO STREET / LAFAYETTE AVENUE;;303;3;81;36;FALSE;1003316;191552;No;No;No;FALSE
G133457;5/9/2015;1230;NELSON AVENUE;BRONX;10452;WEST  168 STREET / WEST  169 STREET;"Paint Gray ; ";204;4;44;16;FALSE;1005322;244875;No;No;No;FALSE
G133458;5/9/2015;1215;NELSON AVENUE;BRONX;10452;WEST  167 STREET / WEST  168 STREET;;204;4;44;16;FALSE;1004906;244639;No;No;No;FALSE
G133459;5/9/2015;8712;4 AVENUE;BROOKLYN;11209;87 STREET / 88 STREET;"Powerwash; ";310;10;68;43;FALSE;976163;165812;No;No;No;FALSE
